   9.0000000e-02   2.9960000e+03
   8.9000000e-02   2.7420000e+03
   8.8000000e-02   3.0240000e+03
   8.7000000e-02   1.7990000e+03
   8.6000000e-02   2.5110000e+03
   8.5000000e-02   2.9690000e+03
   8.4000000e-02   2.0820000e+03
   8.3000000e-02   3.1640000e+03
   8.2000000e-02   2.4240000e+03
   8.1000000e-02   2.0700000e+03
   8.0000000e-02   2.5010000e+03
   7.9000000e-02   2.3760000e+03
   7.8000000e-02   2.8910000e+03
   7.7000000e-02   2.1770000e+03
   7.6000000e-02   4.0000000e+03
   7.5000000e-02   2.0300000e+03
   7.4000000e-02   3.6810000e+03
   7.3000000e-02   2.8730000e+03
   7.2000000e-02   2.8270000e+03
   7.1000000e-02   3.5080000e+03
   7.0000000e-02   3.7180000e+03
   6.9000000e-02   4.2650000e+03
   6.8000000e-02   3.2060000e+03
   6.7000000e-02   3.4050000e+03
   6.6000000e-02   3.6000000e+03
   6.5000000e-02   3.6070000e+03
   6.4000000e-02   4.4070000e+03
   6.3000000e-02   3.7270000e+03
   6.2000000e-02   4.1930000e+03
   6.1000000e-02   3.6390000e+03
   6.0000000e-02   4.0120000e+03
   5.9000000e-02   5.6800000e+03
   5.8000000e-02   5.0730000e+03
   5.7000000e-02   3.3870000e+03
   5.6000000e-02   5.0340000e+03
   5.5000000e-02   3.3030000e+03
   5.4000000e-02   4.9220000e+03
   5.3000000e-02   6.0870000e+03
   5.2000000e-02   3.9690000e+03
   5.1000000e-02   4.3530000e+03
   5.0000000e-02   4.2920000e+03
   4.9000000e-02   3.2900000e+03
   4.8000000e-02   5.2830000e+03
   4.7000000e-02   4.8500000e+03
   4.6000000e-02   4.8350000e+03
   4.5000000e-02   3.0560000e+03
   4.4000000e-02   4.8160000e+03
   4.3000000e-02   4.2810000e+03
   4.2000000e-02   3.1210000e+03
   4.1000000e-02   7.5340000e+03
   4.0000000e-02   6.0100000e+03
   3.9000000e-02   5.9870000e+03
   3.8000000e-02   8.4100000e+03
   3.7000000e-02   6.9840000e+03
   3.6000000e-02   7.0500000e+03
   3.5000000e-02   7.7470000e+03
   3.4000000e-02   5.0400000e+03
   3.3000000e-02   5.1650000e+03
   3.2000000e-02   5.2300000e+03
   3.1000000e-02   7.2530000e+03
   3.0000000e-02   5.9250000e+03
   2.9000000e-02   5.7850000e+03
   2.8000000e-02   9.0470000e+03
   2.7000000e-02   1.0174000e+04
   2.6000000e-02   7.2820000e+03
   2.5000000e-02   7.6370000e+03
   2.4000000e-02   1.0956000e+04
   2.3000000e-02   8.1520000e+03
   2.2000000e-02   8.6890000e+03
   2.1000000e-02   1.0135000e+04
   2.0000000e-02   8.0940000e+03
   1.9000000e-02   1.4500000e+04
   1.8000000e-02   1.3319000e+04
   1.7000000e-02   1.4904000e+04
   1.6000000e-02   9.9630000e+03
   1.5000000e-02   1.5454000e+04
   1.4000000e-02   1.0841000e+04
   1.3000000e-02   1.5569000e+04
   1.2000000e-02   1.5870000e+04
   1.1000000e-02   2.1060000e+04
   1.0000000e-02   2.4705000e+04
   9.0000000e-03   2.4255000e+04
   8.0000000e-03   2.5284000e+04
   7.0000000e-03   2.4995000e+04
   6.0000000e-03   3.6801000e+04
   5.0000000e-03   3.9130000e+04
   4.0000000e-03   4.3361000e+04
   3.0000000e-03   5.9071000e+04
