   9.0000000e-02   4.8800000e+02
   8.9000000e-02   5.0500000e+02
   8.8000000e-02   4.9100000e+02
   8.7000000e-02   5.0300000e+02
   8.6000000e-02   5.0000000e+02
   8.5000000e-02   5.2600000e+02
   8.4000000e-02   5.3000000e+02
   8.3000000e-02   4.7700000e+02
   8.2000000e-02   5.3400000e+02
   8.1000000e-02   5.4700000e+02
   8.0000000e-02   5.1900000e+02
   7.9000000e-02   5.5600000e+02
   7.8000000e-02   4.9300000e+02
   7.7000000e-02   5.4100000e+02
   7.6000000e-02   6.0200000e+02
   7.5000000e-02   6.4300000e+02
   7.4000000e-02   5.0300000e+02
   7.3000000e-02   5.4300000e+02
   7.2000000e-02   5.6800000e+02
   7.1000000e-02   5.6200000e+02
   7.0000000e-02   5.4500000e+02
   6.9000000e-02   6.2200000e+02
   6.8000000e-02   6.3200000e+02
   6.7000000e-02   6.6600000e+02
   6.6000000e-02   6.3700000e+02
   6.5000000e-02   7.0400000e+02
   6.4000000e-02   6.3600000e+02
   6.3000000e-02   6.7700000e+02
   6.2000000e-02   6.6400000e+02
   6.1000000e-02   6.0200000e+02
   6.0000000e-02   6.6000000e+02
   5.9000000e-02   6.8200000e+02
   5.8000000e-02   7.5500000e+02
   5.7000000e-02   7.1900000e+02
   5.6000000e-02   7.6400000e+02
   5.5000000e-02   7.6400000e+02
   5.4000000e-02   7.6100000e+02
   5.3000000e-02   7.2200000e+02
   5.2000000e-02   8.3500000e+02
   5.1000000e-02   8.7100000e+02
   5.0000000e-02   8.1100000e+02
   4.9000000e-02   9.3700000e+02
   4.8000000e-02   9.0900000e+02
   4.7000000e-02   9.0200000e+02
   4.6000000e-02   8.9200000e+02
   4.5000000e-02   1.0430000e+03
   4.4000000e-02   9.3500000e+02
   4.3000000e-02   9.7200000e+02
   4.2000000e-02   1.1400000e+03
   4.1000000e-02   1.1430000e+03
   4.0000000e-02   1.0530000e+03
   3.9000000e-02   1.0470000e+03
   3.8000000e-02   1.1070000e+03
   3.7000000e-02   1.1070000e+03
   3.6000000e-02   1.2640000e+03
   3.5000000e-02   1.1740000e+03
   3.4000000e-02   1.3330000e+03
   3.3000000e-02   1.2470000e+03
   3.2000000e-02   1.3300000e+03
   3.1000000e-02   1.3250000e+03
   3.0000000e-02   1.4940000e+03
   2.9000000e-02   1.5000000e+03
   2.8000000e-02   1.5170000e+03
   2.7000000e-02   1.5280000e+03
   2.6000000e-02   1.6110000e+03
   2.5000000e-02   1.8590000e+03
   2.4000000e-02   1.6270000e+03
   2.3000000e-02   1.6600000e+03
   2.2000000e-02   2.0990000e+03
   2.1000000e-02   1.9480000e+03
   2.0000000e-02   2.1580000e+03
   1.9000000e-02   2.2410000e+03
   1.8000000e-02   2.3880000e+03
   1.7000000e-02   2.2020000e+03
   1.6000000e-02   2.1550000e+03
   1.5000000e-02   2.7320000e+03
   1.4000000e-02   2.9320000e+03
   1.3000000e-02   2.7990000e+03
   1.2000000e-02   3.1930000e+03
   1.1000000e-02   3.6570000e+03
   1.0000000e-02   4.1830000e+03
   9.0000000e-03   4.2640000e+03
   8.0000000e-03   5.3630000e+03
   7.0000000e-03   5.3970000e+03
   6.0000000e-03   6.3400000e+03
   5.0000000e-03   6.9800000e+03
   4.0000000e-03   9.3480000e+03
   3.0000000e-03   1.2193000e+04
